"rest_num","rest_name","rest_img","rest_addr","rest_menu","rest_time","rest_detail"
218,모녀마약김밥,217,서울특별시 종로구 동호로 403-23,마약김밥,"09:30~21:00","40년 전통의 모녀마약김밥"
219,오라이등심,218,서울특별시 종로구 종로32길 23-5,돼지 고추장양념 화로구이,"10:30 ~ 24:00",광장시장속 추억의 노포맛집
220,소선재,219,서울특별시 종로구 삼청로 113-1,보리굴비와 식사,"11:30~21:00 (브레이크타임 14:30~17:00)",한옥 특유의 아늑함 속에서 즐기는 깔끔한 한식요리
221,더 킹스,220,서울특별시 중구 동호로 287,뷔페식,조식 06:30~10:00중식 12:00~14:30석식 18:00~21:30라스트오더 21:00,특급 호텔 최초 올라이브(All Live) 뷔페
222,대청마루,221,경상남도 남해군 삼동면 동부대로 1293,멸치쌈밥,"09:00 ~ 22:00","토속적인 맛, 대청마루"
223,늘푸른식당,222,서울특별시 마포구 굴레방로9길 3,모둠전,"10:00 ~ 24:00",오랜 전통과 내공을 바탕으로 전을 굽는 맛집
224,정감어린,223,서울특별시 용산구 후암로 4,양념돼지갈비,주중 11:30~21:30 (브레이크 타임 14:30~17:00)토요일 12:00~21:30 (브레이크타임 없음)일요일 12:00~21:00 (브레이크타임 없음),장인 정신이 깃든 한식 전문점
225,온마을,224,서울특별시 종로구 삼청로 127,비지찌개,"11:00-21:00 (라스트오더 20:30)","온마을 두부전문점은 삼청동 금융연수원에서 삼청터널 방면으로 50m쯤 가다 감사원 삼거리 나오면 왼쪽 대로변에 위치한다. 내부에 들어서면 온통 나무와 황토를 이용한 인테리어에 마음을 빼앗기게 되는데, 인테리어만큼 토속적인 이 집의 메뉴는 손으로 만든 두부요리다. 이 집의 특이한 점은 메뉴를 적은 주걱을 볼 수 있는데, 그 모습에 오는 손님들마다 웃음을 자아낸다. 온마을 두부전문점이 있는 이 길은 맛있는 집으로 소문난 곳이 많은 지역이다. 하지만 주변의 쟁쟁한 음식점들과 비교하여도 전혀 밀리지 않는 맛과 전문성을 자랑한다."
226,다락정,225,서울특별시 종로구 삼청로 131-1,김치만두전골,"11:00- 21:30","29년 전통의 이북식 만두전골 전문점이다. 서울특별시 종로구에 있는 한식전문점이다. 대표메뉴는 김치만두전골이다."
227,눈나무집,226,서울특별시 종로구 삼청로 136-1,떡갈비 / 김치말이 국수,"11:00 ~ 21:00",김치말이 국수로 유명해진 음식점
228,더 우리곱창,227,서울특별시 종로구 종로36나길 9,야채곱창 / 소금구이,"10:00 ~ 22:00",곱창 전문점
229,서울다이닝,228,서울특별시 중구 동호로 272 디자인하우스,이베리코 돼지고기,"10:00 ~ 22:00",서울 대표하는 파인 다이닝 미쉐린 가이드 맛집
230,해방촌 혼고,229,서울특별시 용산구 신흥로 89,블랙 앵거스 부채살,평일 17:00 ~ 22:00 (라스트오더 21:00) 주말 17:00 ~ 24:00,혼자서도 맛있고 즐겁게 고기를 즐길 수 있는 곳
231,슬로우파크,230,서울특별시 종로구 삼청로 141,"아이스크림와플류, 브런치셋트류, 치즈샐러드류, 화덕피자류",평일 10:00~21:30(브레이크 타임15:40~16:50  / 라스트 오더 20:30 ) 주말 10:00~21:00(브레이크 타임15:40~16:50  / 라스트 오더 20:00 ),화덕피자가 맛있는 빈티지 스타일의 브런치 카페
232,쌍대포소금구이 본점,231,서울특별시 용산구 청파로 291,"특삼겹 너덜이, 일삼꼬들, 한방껍데기",일~목 09:00 ~ 22:50 / 금~토 09:00 ~ 23:50,특별한 삼겹살을 먹고 싶을 때 찾는 집
233,지화자,232,서울특별시 종로구 자하문로 125,만찬코스 / 정찬코스,"10:00~21:30브레이크타임 15:00 ~ 17:00",조선왕조 궁중음식을 맛볼 수 있는 식당
234,송원,233,서울특별시 중구 동호로24길 35-4,양념갈비 / 불고기,"11:00~21:30",달달한 불고기 맛집으로 지역 명소가 된 곳
235,진옥화할매원조닭한마리,234,서울특별시 종로구 종로40가길 18,닭한마리,"10:30 ~ 01:00 (주문마감 23:30)",생후 35일 된 신선한 영계 고유의 부드러움과 육수의 진하면서 구수함이 어우러져 맛이 일품인 닭한마리
236,원조할매족발보쌈,235,서울특별시 중구 동호로24길 31,족발 / 보쌈,"11:00 ~ 05:00",서울특별시 중구 장충동2가에 위치한 원조할매족발보쌈은 보쌈과 족발을 함께 먹을 수 있는 곳이다.
237,농축원,236,서울특별시 중구 동호로24길 19,뼈등심구이,"10:00 - 22:00  (15:00 - 17:00 브레이크 타임)",카페와 식당을 함께 운영하는 동대입구역 맛집
238,진원조 닭한마리,237,서울특별시 종로구 종로 252-11,닭한마리,"10:00 ~ 24:00",육수가 진하고 구수한 닭한마리 전문점
239,함흥에겨울냉면,238,서울특별시 중구 동호로24길 21,물냉면 / 비빔냉면 / 회냉면,"11:30 ~ 21:00",함흥냉면의 진수를 맛보다
240,잘루스,239,서울특별시 중구 을지로44길 12 뉴금호타워,양갈비,"10:00 - 22:00",동대문에서 만난 몽골 정통 음식
241,해남낙지,240,서울특별시 중구 을지로43길 9 정동빌딩,낙지볶음,"11:00~22:00 (21:45 라스트오더) / 15:00~17:00 브레이크타임",서울에서 맛보는 해남바다 낙지의 맛
242,호남집,241,서울특별시 종로구 종로40가길 5,고등어구이,"06:00 ~ 21:00",동대문 생선구이 맛집
243,황금콩밭,242,서울특별시 마포구 마포대로16길 9,생두부,평일 11:30~21:30 / 주말 11:30~21:00,"100% 국내산 콩과 소금으로 매일 새벽 당일 판매할 두부를 만드는 두부 전문점이다. 황금콩밭의 두부는 진한 두유와 소량의 간수를 사용해 콩 특유의 고소하면서도 달달한 맛과 우유처럼 부드러운 식감을 자랑한다."
244,평양면옥,243,서울특별시 중구 장충단로 207,냉면,"11:00 ~ 21:30","구수한 메밀맛과 육수의 진수를 느낄 수 있는 3대에 걸친 전통 평양냉면, 평양면옥"
245,박석고개,244,서울특별시 종로구 창경궁로26길 34,칼국수,"11:30 ~ 21:00",담백한 맛이 일품인 집
246,평안도족발집,245,서울특별시 중구 장충단로 174-6,족발,"11:00- 21:00",족발거리 원조 맛집!
247,한입소반,246,서울특별시 용산구 청파로45길 3,묵은지참치김밥,매일 07:00 ~ 19:00,포장과 배달만 가능한 숙대입구 김밥 맛집
248,오복함흥냉면,247,서울특별시 용산구 한강대로84길 4,회냉면,수~월 11:00~20:30 (브레이크타임 16:00~17:00),여름철 별미 간재미회가 들어간 회냉면
249,깔리,248,서울특별시 종로구 대학로11길 43,"탄두리치킨, 양고기커리","11:30 ~ 21:10 (브레이크타임 15:00 ~ 17:00)",대학로의 작은 인도로 불리우는 인도커리 맛집
250,호호식당 대학로,249,서울특별시 종로구 대학로9길 35,히레가츠정식 / 우나기동,"11:00 ~ 22:00 (브레이크타임 15:00 ~ 17:00)",혜화의 고즈넉한 한옥에서 맛보는 일본 가정식
251,진미식당,250,강원특별자치도 평창군 봉평면 기풍로 186-3,메밀막국수,"10:00 ~ 18:00 (전화문의)",만화 식객에 소개된 맛집
252,페스타 바이 민구,251,서울특별시 중구 장충단로 60 반얀트리 클럽 앤 스파 서울,파스타,"12:00 ~ 22:00",셰프의 정성이 담긴 반얀트리 서울의 시그니처 레스토랑
253,남영돈,252,서울특별시 용산구 한강대로80길 17,"육즙가득 삼겹살, 탱글탱글 목살, 쫀득쫀득 가브리살, 아삭아삭 항정살","월~금 16:00~22:00 , 토~일 12:00~21:00",콜키지 프리 서비스 돼지고기집
254,정돈 대학로본점,253,서울특별시 종로구 대학로9길 12,"안심돈카츠, 등심돈카츠, 등심+안심돈카츠, 스페셜등심돈카츠","11:30 ~ 22:00(14시~17시 브레이크타임 / 21시 라스트오더)",돈가스와 카레 줄서서 먹는집
255,솔나무길된장예술,254,서울특별시 종로구 대학로11길 9-2,된장정식,"10:30 - 21:00",묵은 된장 맛이 일품인 된장정식
256,페르시안궁전,255,서울특별시 종로구 성균관로6길 9,통닭카레정식 / 페르시안케밥,"11:00~22:00",이란 출신 쉐프가 조리하는 할랄 음식점
257,혜화 양육관,256,서울특별시 종로구 대명1길 23,"양꼬치, 양갈비","12:30 - 24:00","혜화 골목길에 자리 잡은 양꼬치집 혜화 양육관이다. 한국인의 입맛에 맞게 담백하고 고소하게 요리한 다양한 메뉴들이 있지만 이 집의 가장 큰 인기 메뉴는 양 꼬치이다 특히 처음 먹는 사람들에게도 양 특유의 냄새도 없어 누구나 맛있게 먹을 수 있다. 이 외 에도 다양하게 양갈비살, 양 갈비 스테이크도 즐길 수 있으며 온면 또한 이 집만의 특별한 메뉴다."
258,혜화도담,257,서울특별시 종로구 대명1길 16-6,평일점심식사김치찜,"11:00 ~ 22:00 (브레이크타임 15:00 ~ 17:00 / 라스트오더 21:00)",대학로에 위치한 한식 맛집
259,디마떼오,258,서울특별시 종로구 동숭길 29,스페셜 피자,"11:30 ~ 21:00 (브레이크 타임 15:00 ~ 16:30 / 라스트오더 14:30, 20:30)","한국 ‘디마떼오’의 탄생은 배우 이원승이 KBS TV(도전 지구 탐험대) 녹화차 이태리 피자의 본고장인 나폴리의 유명한 피자전문점 ‘Di matteo’를 방문한 것이 계기가 되었다. 당시 7박 8일간의 강도 높은 합숙 훈련(1997. 6. 23)으로 정통 나폴리 피자 만들기에 도전했던 그는 나폴리 피자의 독특한 맛에 매료되어 이를 우리나라에 소개하겠다는 결심을 하게 되어 디마떼오를 오픈하게 되었다. 대학로점은 1층과 1.5층이 있는데, 1층은 장애인과 노약자 등을 위해 테이블 바닥 턱을 없애고 만든 좌석이라 더욱 편리하게 이용할 수 있다."
260,타볼로24,259,서울특별시 종로구 청계천로 279,비프 스테이크,조식 06:30 ~ 10:00중식 11:30 ~ 14:30석식 운영시간 홈페이지 참고,아름다운 흥인지문 전경과 함께하는 고품격 뷔페 다이닝
261,부부식당,260,서울특별시 종로구 동숭길 43,바지락가득오일파스타,"11:00~21:30브레이크타임 15:00~16:00라스트오더 20:30※ 주말에는 브레이크타임 없이 운영",아늑한 분위기에서 즐기는 퓨전 한식 요리
262,레호이 소월길 본점,261,서울특별시 용산구 소월로38가길 5,phoBo 소고기쌀국수,"화~일 11:30 ~ 21:00 (15:00~17:00 브레이크타임 / 14:30 , 20:30 라스트오더)",쌀국수 한그릇에 베트남을 느낄수 있는 맛집
263,쌀레 에 뻬뻬,262,서울특별시 종로구 대학로8가길 93,스테이크 / 파스타,"11:30 ~ 00:30",농림축산식품부 제공 안심식당 선정
264,이요이요스시 공덕1호점,263,서울특별시 마포구 마포대로 167 래미안 공덕5차,런치 스시,"12:00 - 21:30 (14:30 - 18:00 브레이크 타임)",다양하고 고급스러운 일식을 즐길 수 있는 공덕동 맛집
265,자코비버거,264,서울특별시 용산구 용산동2가 신흥로 (38),자코비 버거,매일 11:00 ~ 01:00,내장파괴버거로 유명한 해방촌 수제버거 맛집
266,카사블랑카,265,서울특별시 용산구 신흥로 35,스파이시 쉬림프 샌드위치,"12:00~22:00",모로코 현지 음식을 한국에서 맛볼 수 있는 곳
267,순대실록 대학로본점,266,서울특별시 종로구 동숭길 127 우성빌딩,"전통순대 (소), 순대스테이크",매일 07:30 ~ 23:30 (라스트오더 22:30),"27가지의 속재료의 맛있는 시도 순대스테이크"
268,하이디라오 대학로점,267,서울특별시 종로구 대학로 146 혜화동씨티밸리,새우완자,"11:00~새벽 05:00 (라스트오더 새벽 04:00)",중국 본토의 맛 훠거 전문점
269,"1940금문",268,서울특별시 종로구 창경궁로 269-1,간짜장,"11:30 ~ 22:00",튀겨진 반숙 달걀프라이를 얹은 간짜장이 대표 메뉴
270,보니스피자펍,269,서울특별시 용산구 신흥로3길 2,"하와이안피자, 페퍼로니피자","화, 수, 목, 금 12:30 ~ 22:00, 토요일 11:30 ~ 22:00, 일요일 11:30 ~ 20:30",시원한 맥주와 함께 피맥하기 딱 좋은 감성 맛집
271,전골떡볶이 덕미가,270,서울특별시 서대문구 이화여대길 26,해물치즈전골떡볶이 / 부대치즈전골떡볶이,"11:30 ~ 21:00",농림축산식품부 제공 안심식당 선정
272,신성각,271,서울특별시 마포구 임정로 55-1,짜장면,"11:37 - 16:00",옛날 짜장의 맛을 느낄 수 있는 공덕역 짜장면 맛집
273,알바이신,272,서울특별시 종로구 혜화로 18,빠에야 마리스코스,"17:00 ~ 21:00",스페인 발렌시아 지방의 전통요리를 맛볼 수 있는 곳
274,"위 샐러듀(We, Saladu)",273,서울특별시 서대문구 이화여대길 65-3,징거(구운오징어&새우) 샐러드,"10:30 ~ 15:00 (라스트 오더 14:30), 16:30 ~ 21:00 (라스트오더 20:30)","위 샐러듀는 한끼 식사로써의 샐러드를 만드는 지중해 스타일의 샐러드 요리 전문점이다. 유기농 친환경 채소와 최상급의 청과물, 그리고 홈메이드 드레싱을 사용하며, 화학조미료 대신 재료의 풍미를 극대화 시켜주는 올리브유를 사용하고 있다. 또한 다양한 샐러드를 싸먹을 수 있는 피타브레드가 함께 제공되어 한끼 식사로써 손색이 없는 샐러드를 경험할 수 있다."
275,에베레스트커리월드,274,서울특별시 종로구 종로 305,에베레스트커리월드 2인세트,"11:00~23:00",동대문 2번 출구에 위치한 인도 네팔 음식점
276,창신동매운족발 본점,275,서울특별시 종로구 종로51길 23,매운족발,"10:30 ~ 23:00",불향 가득 맵고 달콤한 매운 족발이 맛있는 곳
277,그릴1492 본점,276,서울특별시 중구 퇴계로 369,꽃목살,"16:30 - 22:00",DDP역에서 즐기는 이베리코 흑돼지 맛집
278,혜화칼국수,277,서울특별시 종로구 창경궁로35길 13,"국시,수육,생선튀김","11:00 ~ 22:00 (브레이크 타임 14:40~16:00 / 라스트 오더 21:15)","40년 노포의 칼국수와 생선튀김 맛집"
279,만포막국수,278,서울특별시 중구 동호로14길 2,물막국수,"10:30 - 21:30",건강하고 맛있는 막국수를 즐길 수 있는 약수역 맛집
280,에베레스트,279,서울특별시 종로구 종로51가길 2-1,커리 / 탄두리치킨,"11:00~22:00",네팔 부부가 운영하는 네팔 음식 전문점
281,열정도쭈꾸미,280,서울특별시 용산구 백범로87길 40,"철판쭈꾸미, 철판세트",매일 11:30~23:00,신세대 노포 감성에 반하는 주꾸미 집
282,자하손만두,281,서울특별시 종로구 백석동길 12,만두국,"11:00- 21:00",미쉐린 가이드에도 올라온 만두집
283,졸로프아프리카코리아(J.A.K),282,서울특별시 용산구 회나무로13길 6,치킨베네친,"11:00 ~ 21:00",졸로프 아프리카 코리아는 세계 각국의 다양한 음식을 만날 수 있다는 이태원에서도 흔치 않은 아프리카 음식 전문점이다. 서아프리카 감비아 출신의 요리사가 정통 감비아식 가정식을 만든다. 이름만 들어서는 어떤 맛일지 상상하기 어려울 만큼 낯선 음식들이 대부분이지만 메뉴판에 적힌 친절한 설명 덕분에 메뉴 선정이 어렵지 않다. 대표 메뉴는 베네친으로 토마토 페이스트와 양파를 쌀과 함께 볶아낸 한국의 볶음밥과 비슷하고 땅콩버터에 채소와 고기 등을 넣고 카레처럼 끓여낸 도모다도 한국인의 입맛에 잘 맞는다. 아프리카 음악이 흘러나오는 곳에서 색다른 입맛과 분위기를 체험할 수 있다
284,금돼지식당,283,서울특별시 중구 다산로 149,본삼겹,"11:30 ~ 23:00 (라스트오더 : 22:15)",방송에 소개된 고기요리 맛집
285,밀림,284,서울특별시 종로구 창신6나길 17-6,쉬림프 팟타이 / 푸팟퐁커리,매일 11:30 ~ 21:00 (브레이크 타임 15:00 ~ 17:00),절벽이 그림처럼 펼쳐지는 태국식 북부요리 전문 레스토랑
286,비스테까,285,서울특별시 용산구 회나무로 49,코스요리,"12:00 ~ 22:00 (브레이크타임 16:00 ~ 18:00)",최고의 스테이크를 지향하는 정통 이탈리안 레스토랑
287,진남포면옥,286,서울특별시 중구 다산로 108,"막국수, 찜닭","11:30~22:00(마지막 주문 21:00까지)",냉면 전문점이지만 이북식 찜닭이 유명한 곳
288,동묘발전소,287,서울특별시 종로구 종로 322-4,등심까스 / 수비드 안심까스 / 매운 등심까스,"11:30 ~ 20:00 (14:30~17:30 브레이크 타임)","동묘발전소는 동대문역 4번 출구와 과 동묘앞역 6번 출구 사이에 위치한 돈까스 전문점이다. 다양한 돈까스 메뉴를 제공하며, 이곳의 안심까스는 수비드 방식으로 익히기 때문에 고기에 선홍빛이 띄는 것이 특징이다. 안심까스 외에도 돈까스 위에 파와 소스가 올라간 파 등심까스(파 돈까스)도 인기 메뉴이다. 동묘발전소는 재료가 소진되는 경우 조기마감 할 수 있어 저녁 방문시에는 방문 전 전화를 하는 것이 좋다."
289,레이지파머스,288,서울특별시 용산구 회나무로35길 5,토마토 라구 파스타,"11:30 - 21:30(15:00 - 17:00 브레이크 타임/14:00, 20:30 라스트오더)",비건을 맛있고 분위기 있게 즐길 수 있는 곳
290,호박식당 약수본점,289,서울특별시 중구 다산로 154,삼겹살 도시락,"10:00~23:30",약수역 주변 깔끔한 삼겹살 맛집
291,소소한 풍경,290,서울특별시 종로구 자하문로40길 75,퓨전 한식 코스,"12:00 ~ 22:00 (평일 브레이크타임 15:30 ~ 17:00)",가족들과 함께 퓨전 한정식
292,초승달,291,서울특별시 용산구 회나무로26길 12,오마카세,"12:00~22:00 (15:30~16:30 브레이크타임)",이태원 퓨전 오마카세 식당
293,로코스 비비큐 경리단길본점,292,서울특별시 용산구 회나무로 83,"양송이튀김, 로코스 바비큐 샘플러","월~수 11:30~22:00, 21:00 라스트오더 / 목~일 11:30~23:00, 22:00 라스트오더",경리단길에서 찾은 푸짐하고 먹음직한 바베큐 맛집
294,금호칼국수,293,서울특별시 서대문구 홍제동,칼국수 / 수제비,문의바람,착한 가격으로 즐기는 친할머니 손맛
295,뿌자,294,서울특별시 종로구 종로 327,커리 / 탄두리치킨,"11:00 ~ 23:00",서울에서 만나는 인도음식
296,브레라,295,서울특별시 중구 동호로17길 295,파스타,"11:00 ~ 23:00",이탈리아 현지 느낌 가득한 버티고개 맛집
297,마포유가궁중족발,296,서울특별시 마포구 만리재로 19,족발,"09:30 ~ 03:00","20여 년 전통의 족발전문 식당"
298,한방족발,297,서울특별시 마포구 만리재로 19,족발,"07:00 ~ 01:00",상호가 한방족발인 만큼 12가지 한방 및 천연 재료를 넣어 족발을 만든다. 야들야들한 겉껍질과 부드러운 속살은 족발 맛의 신세계를 경험하게 한다. 한방족발은 그 맛도 훌륭하지만 이모님들의 친절함에 미소가 지어지는 곳이다. 또한 음식점 내부에 추억의 다락방 같은 공간이 있어 손님들의 옛 기억을 상기시켜 준다.
299,스담,298,서울특별시 중구 다산로28길 2-1,오마카세스시,"12:00 - 21:00(브레이크타임 14:30-18:00)",오마카세 스타일 초밥
300,마포소문난원조족발,299,서울특별시 마포구 만리재로 19,족발,"07:00~01:00",족발 맛집으로 유명한 공덕동의 명소
301,오향족발,300,서울특별시 마포구 만리재로 19 공덕시장,족발,"10:00 ~ 24:00",쫀득한 족발이 맛있는 곳
302,허리케인박 떡볶이닭발 (약속떡볶이),301,서울특별시 중구 퇴계로76길 58,떡볶이,"00:00 ~ 24:00",오랜 역사와 전통을 가진 떡볶이 맛집
303,아이러브신당동떡볶이,302,서울특별시 중구 퇴계로76길 50,신당동떡볶이,"00:00 ~ 24:00","30여 년의 역사를 가진 떡볶이집"
304,삼대할먼네,303,서울특별시 중구 퇴계로76길 54,떡볶이,"00:00 ~ 24:00",역사와 전통이 있는 식당
305,아델라베일리,304,서울특별시 종로구 북악산로 48,"런치코스, 디너코스",매일 11:30 ~ 22:00,뷰 좋은 테라스 레스토랑
306,원마산아구찜 홍제점,305,서울특별시 서대문구 통일로 387,아구찜세트,"11:30 - 22:00",무악재역 아귀찜 맛집
307,우성갈비,306,서울특별시 중구 동호로7길 13,돼지갈비,"12:00 ~ 02:00",연탄돼지갈비를 맛볼수 있는 약수시장 맛집
308,우리집떡볶이,307,서울특별시 중구 다산로 217-1,떡볶이,"00:00~24:00",매콤한 닭발도 맛있는 신당동 떡볶이 맛집
309,종점떡볶이,308,서울특별시 중구 다산로 217-1,신당동떡볶이,"00:00~24:00","40년 전통의 신당동 떡볶이 맛집"
310,우정,309,서울특별시 중구 퇴계로76길 55,떡볶이,"12:00~03:00",신당동떡볶이타운 소문난 떡볶이 맛집 우정
311,미니네,310,서울특별시 중구 다산로 219-1,떡볶이,"00:00 ~ 24:00",떡볶이와 닭발이 맛있는 집
312,마복림원조할머니집떡볶이,311,서울특별시 중구 다산로35길 5,떡볶이,"09:00-00:00","50년 이어온 전통의 맛, 떡볶이 대표 브랜드로 유명하다. 서울특별시 중구에 있는 한식전문점이다. 대표메뉴는 떡볶이다."
313,마복림할머니 막내아들네,312,서울특별시 중구 다산로 221,즉석떡볶이,"24시간 영업",신당동 떡볶이의 진수를 맛볼 수 있는 떡볶이 맛집
314,라 쿠치나,313,서울특별시 용산구 회나무로44길 10 라쿠치나,양식 코스요리,"12:00~22:00 (브레이크타임 15:00~17:30)",오랜 전통의 이탈리안 전문 레스토랑
315,진돈부리,314,서울특별시 서대문구 대현동,사케동,"17:00 ~ 20:30",신촌에 위치한 덮밥 맛집
316,성북동누룽지백숙,315,서울특별시 성북구 성북로31길 9,성북동 누룽지백숙,"11:30~21:00",담백한 닭고기와 구수한 찹쌀 누룽지의 조화
317,단박왕돈까스,316,서울특별시 용산구 백범로90길 74 이안용산,돈까스,월~토요일 10:00~21:00(라스트 오더 20:30),택시기사님들이 인정한 돈까스 맛집
318,춘삼국수,317,서울특별시 서대문구 신촌역로 39,"비빔국수, 잔치국수",문의바람,"서울 신촌역 근방에 위치한 국수 전문점 춘산국수이다. 이 집의 주메뉴는 잔치국수 세트와 비빔국수 세트로
구성이 되어 있다. 특히 세트 구성에는 제육볶음이 같이 추가되어 나오는데 제육볶음 또한 별미이다.
깔끔한 잔치국수의 육수와 매콤한 비빔국수를 맛보기 좋은 식당이다."
319,국시집,318,서울특별시 성북구 창경궁로43길 9,국시,"12:00 ~ 21:00 (브레이크타임 14:30 ~ 17:30)",국시집만의 양념장과 칼국수의 조화가 일품인 식당
320,성북동돼지갈비,319,서울특별시 성북구 성북로 115,돼지갈비백반,"08:00 ~ 21:00",혼밥하기 좋은 돼지갈비 기사식당
321,한강,320,서울특별시 성동구 강변북로 257,식사,문의바람,우리 민족과 더불어 기쁨과 슬픔을 함께 해 온 우리 삶의 터전
322,봉파레트,321,서울특별시 성북구 창경궁로43길 14,해산물파스타,"11:30~22:00 (브레이크타임 15:30~17:30 /  라스트오더 20:30)",한성대입구역 부근 작은 유럽풍 레스토랑
323,명문막국수,322,서울특별시 성북구 창경궁로 319,메밀막국수(물·비빔),"11:30 ~ 20:00 (브레이크타임 15:00 ~ 17:00)",여름철의 별미 막국수로 유명한 곳
324,문배동 육칼,323,서울특별시 용산구 백범로90길 50,육칼(육개장+칼국수),"09:00~19:30(라스트오더 19:00)일요일 09:00~16:30(라스트오더 16:00)",얼큰한 육개장 칼국수가 일품인 식당
325,국화정원,324,서울특별시 성북구 성북로 154,점심특선 / 정2품,"12:00~21:30 (브레이크타임 15:00~17:00)",장성을 가득 담아 만드는 한식 전문점
326,호밀밭,325,서울특별시 서대문구 신촌역로 43,밀크빙수 / 녹차빙수,"12:00 ~ 22:00",한국인의 여름 대표메뉴 팥빙수를 맛볼 수 있다. 서울특별시 서대문구에 있는 카페다. 대표메뉴는 팥빙수이다.
327,낙산냉면,326,서울특별시 종로구 지봉로5길 8,"얼큰이냉면, 특냉면, 약얼냉면, 낙산냉면","10:30~21:00",여름에 많이 찾는 이열치열 매운 냉면집
328,성북동면옥집,327,서울특별시 성북구 대사관로 40,"왕갈비찜 진, 선, 미",매일 11:00 - 22:00,갈비찜과 비빔냉면이 유명한 맛집
329,신당동천팥죽,328,서울특별시 중구 다산로44길 33,팥죽 / 팥칼국수,"10:30 ~ 20:00",좋은 품질의 재료와 끊없는 정성
330,용호야채곱창,329,서울특별시 용산구 원효로71길 70,"5색 모둠 야채볶음","15:00 ~ 22:30","1석 5조! 모둠 야채볶음 맛집!"
331,몽탄,330,서울특별시 용산구 백범로99길 50,우대갈비,"12:00~21:00",삼각지역 우대갈비 맛집
332,모짜(MOZZA),331,서울특별시 성북구 성북로 102,생면 파스타,"11:30 ~ 22:00","한양도성을 마주보며 위치한 노란색 입구의 파스타집이다. 쉽게 볼 수 없는 생면 파스타와 장작 화덕 피자가 인기 메뉴이다. 해산물 파스타는 해산물 종류가 다양하고 푸짐한 것이 특색이다. 들어가는 입구에 파스타면 종류가 전시되어 보는 재미가 있고, 가까이에 간송미술관과 한양도성 성곽이 있다."
333,우리밀국시,332,서울특별시 성북구 혜화로 84-2,국시,"10:00 ~ 22:00 (브레이크타임 16:00 ~ 17:00)",한양도성 성곽 밑에 위치한 오래된 국숫집이다. 부드럽고 얇은 면발에 뽀얀 국물의 안동식 칼국수는 고소한 맛이 일품이며 생선전과 수육도 유명하다. 한양도성의 성곽길을 둘러볼 수 있으며 성곽을 따라 산책길도 잘 조성되어 있다.
334,안동할매청국장,333,서울특별시 성북구 성북로5길 9-3,청국장,"10:00 ~ 21:00 (브레이크타임 15:00 ~ 16:30)",할머니가 직접 메주를 띄워 진한 청국장이 일품인 식당
335,문화식당,334,서울특별시 성북구 혜화로 88,오므라이스,"11:30~22:00(브레이크 타임 16:00~17:00, 라스트 오더 20:30)",성북동 전망 좋은 퓨전 음식점
336,한강집,335,서울특별시 용산구 백범로 400,생태매운탕,월~일 10:00 ~ 22:00 (라스트 오더 21:30),생태찌개와 마늘 목살이 있는 노포 맛집
337,오박사네왕돈까스 본점,336,서울특별시 성북구 혜화로 80,치즈돈까스,"09:00~22:00",택시기사님들도 인정한 옛날 왕돈가스 맛집
338,서울왕돈까스,337,서울특별시 성북구 창경궁로35다길 140,왕돈까스,"09:00~23:00",성북동 돈가스 달인의 집
339,하니칼국수,338,서울특별시 중구 퇴계로 411-15,알곤이칼국수 / 재첩칼국수 / 수육,"월~금요일 10:30~22:00 (브레이크타임 15:00~17:00, 점심 라스트오더 14:30, 저녁 라스트오더 21:00)주말 10:30~22:00 (라스트오더 21:00)","매콤한 알곤이칼국수, 재첩칼국수를 맛보고 싶다면!"
340,금왕돈까스,339,서울특별시 성북구 성북로 138,돈까스,"10:30 ~ 21:00",바삭한 튀김옷과 소스의 조화가 환상적인 돈까스 전문점
341,손국수,340,서울특별시 성북구 성북로 89,손칼국수,"11:30 ~ 21:00",진한 고기 육수가 일품
342,김삼보김치찌개,341,서울특별시 서대문구 명물길 62 오시리스타워,김치찌개,"00:00 - 24:00 (15:00 - 17:00 브레이크 타임)",든든한 한끼
343,성북동집,342,서울특별시 성북구 성북로24길 4,칼국수,"10:30~20:00 (라스트오더 19:20)",부드럽고 깔끔한 맛의 손칼국수와 담백한 맛을 내는 만두가 유명한 집
344,[백년가게]선동보리밥,343,서울특별시 성북구 성북로 134-4,보리밥,"10:30~20:30 (라스트오더 20:00)",부담 없는 건강한 한 끼 ‘선동보리밥’
345,소바연구소,344,서울특별시 서대문구 명물길 50-9,유린기카츠소바정식,"11:30 - 21:30(브레이크 타임 15:00 - 17:00)",직접 뽑은 수제메밀
346,완차이,345,서울특별시 서대문구 명물길 50-7,매운홍합,"11:00 ~ 21:00 (전화문의)",간짜장이 맛있는 신촌 중국집
347,주사부,346,서울특별시 용산구 이태원로 10,탕수육,"11:00 - 20:40(14:50 - 17:00 브레이크타임)",용산에서 유명한 탕수육 달인의 맛
348,셰프테이너,347,서울특별시 용산구 이태원로27길 101,Dinner 코스(정찬 8코스),"월~금 12:00 ~ 22:00 (15:30 ~ 17:30 브레이크타임), 21:30 라스트오더 / 토~일 12:00 ~ 22:00 (16:00 ~ 17:00 브레이크타임), 21:30 라스트오더",유명 호텔 출신 셰프의 차별화된 이탈리안 요리
349,평양집,348,서울특별시 용산구 한강대로 186,"양(깃머리), 곱창, 내장 곰탕",화~일 07:00~21:30,오래된 노포 분위기의 삼각지 곱창 맛집
